"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Japan","2005","Total","Both Sexes","Atsugi","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","222403","118,120"
"Japan","2005","Total","Both Sexes","Beppu","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","126959","118,120"
"Japan","2005","Total","Both Sexes","Chiba","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","924319","118,120"
"Japan","2005","Total","Both Sexes","Chigasaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","228420","118,120"
"Japan","2005","Total","Both Sexes","Chikusei","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","112581","118,120"
"Japan","2005","Total","Both Sexes","Chofu","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","216119","118,120"
"Japan","2005","Total","Both Sexes","Daito","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","126504","118,120"
"Japan","2005","Total","Both Sexes","Ebetsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","125601","118,120"
"Japan","2005","Total","Both Sexes","Ebina","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","123764","118,120"
"Japan","2005","Total","Both Sexes","Fuchu","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","245623","118,120"
"Japan","2005","Total","Both Sexes","Fuji","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","236474","118,120"
"Japan","2005","Total","Both Sexes","Fujieda","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","129248","118,120"
"Japan","2005","Total","Both Sexes","Fujimi","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","104748","118,120"
"Japan","2005","Total","Both Sexes","Fujimino","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","101960","118,120"
"Japan","2005","Total","Both Sexes","Fujinomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","121779","118,120"
"Japan","2005","Total","Both Sexes","Fujisawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","396014","118,120"
"Japan","2005","Total","Both Sexes","Fukaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","103529","118,120"
"Japan","2005","Total","Both Sexes","Fukui","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","252220","118,120"
"Japan","2005","Total","Both Sexes","Fukuoka","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","1401279","118,120"
"Japan","2005","Total","Both Sexes","Fukushima","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","290869","118,120"
"Japan","2005","Total","Both Sexes","Fukuyama","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","418509","118,120"
"Japan","2005","Total","Both Sexes","Funabashi","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","569835","118,120"
"Japan","2005","Total","Both Sexes","Gifu","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","399931","118,120"
"Japan","2005","Total","Both Sexes","Habikino","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","118695","118,120"
"Japan","2005","Total","Both Sexes","Hachinohe","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","244700","118,120"
"Japan","2005","Total","Both Sexes","Hachioji","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","560012","118,120"
"Japan","2005","Total","Both Sexes","Hadano","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","168317","118,120"
"Japan","2005","Total","Both Sexes","Hakodate","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","294264","118,120"
"Japan","2005","Total","Both Sexes","Hakusan","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","109450","118,120"
"Japan","2005","Total","Both Sexes","Hamamatsu","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","804032","118,120"
"Japan","2005","Total","Both Sexes","Handa","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","115845","118,120"
"Japan","2005","Total","Both Sexes","Higashihiroshima","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","184430","118,120"
"Japan","2005","Total","Both Sexes","Higashikurume","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","115330","118,120"
"Japan","2005","Total","Both Sexes","Higashimurayama","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","144929","118,120"
"Japan","2005","Total","Both Sexes","Higashiosaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","513821","118,120"
"Japan","2005","Total","Both Sexes","Hikone","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","109779","118,120"
"Japan","2005","Total","Both Sexes","Himeji","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","482304","118,120"
"Japan","2005","Total","Both Sexes","Hino","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","176538","118,120"
"Japan","2005","Total","Both Sexes","Hirakata","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","404044","118,120"
"Japan","2005","Total","Both Sexes","Hiratsuka","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","258958","118,120"
"Japan","2005","Total","Both Sexes","Hirosaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","173221","118,120"
"Japan","2005","Total","Both Sexes","Hiroshima","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","1154391","118,120"
"Japan","2005","Total","Both Sexes","Hitachi","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","199218","118,120"
"Japan","2005","Total","Both Sexes","Hitachinaka","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","153639","118,120"
"Japan","2005","Total","Both Sexes","Hofu","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","116818","118,120"
"Japan","2005","Total","Both Sexes","Ibaraki","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","267961","118,120"
"Japan","2005","Total","Both Sexes","Ichihara","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","280255","118,120"
"Japan","2005","Total","Both Sexes","Ichikawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","466608","118,120"
"Japan","2005","Total","Both Sexes","Ichinomiya","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","371687","118,120"
"Japan","2005","Total","Both Sexes","Ichinoseki","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","125818","118,120"
"Japan","2005","Total","Both Sexes","Iga","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","100623","118,120"
"Japan","2005","Total","Both Sexes","Iida","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","108624","118,120"
"Japan","2005","Total","Both Sexes","Ikeda","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","101616","118,120"
"Japan","2005","Total","Both Sexes","Ikoma","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","113686","118,120"
"Japan","2005","Total","Both Sexes","Imabari","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","173983","118,120"
"Japan","2005","Total","Both Sexes","Inazawa","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","136965","118,120"
"Japan","2005","Total","Both Sexes","Iruma","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","148576","118,120"
"Japan","2005","Total","Both Sexes","Isahaya","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","144034","118,120"
"Japan","2005","Total","Both Sexes","Isehara","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","100579","118,120"
"Japan","2005","Total","Both Sexes","Isesaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","202447","118,120"
"Japan","2005","Total","Both Sexes","Ishinomaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","167324","118,120"
"Japan","2005","Total","Both Sexes","Itami","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","192250","118,120"
"Japan","2005","Total","Both Sexes","Iwaki","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","354492","118,120"
"Japan","2005","Total","Both Sexes","Iwakuni","City proper","Census - de jure - complete tabulation","Final figure, complete","2007","103507","118,120"
