Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC),Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2020,73668,Malabrigo,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,71366.09,0,3640.53,0,658.74,,,,,,Increased,"Other, please specify",450,7620,2018,,2021-07-16T02:03:37.903
2020,826429,Município de Figueira da Foz,Figueira da Foz,Portugal,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,379.05,62125,2011,POINT (-8.8576 40.1521),2021-07-16T02:03:37.903
2020,31171,Ayuntamiento de Madrid,Madrid,Spain,Europe,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,6778709,3602401,401959,9738746,10617456,Increased,"Other, please specify: Reduction of emissions at National Electricity Grid  Scale",604.4552,3266126,2019,POINT (-3.38756 40.1076),2021-07-16T02:03:37.903
2020,847243,Maggiolo,,Argentina,Latin America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,"Other, please specify",695,2062,2016,,2021-07-16T02:03:37.903
2020,46470,Ayuntamiento de Vitoria-Gasteiz,Vitoria-Gasteiz,Spain,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",,561044,,165147,,1664,,,,,,Decreased,Policy change,276.8,252574,2019,POINT (-2.67 42.84),2021-07-16T02:03:37.903
2020,826182,Ayuntamiento de Tonalá,,Mexico,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,156,477117,2010,,2021-07-16T02:03:37.903
2020,849041,Gualeguaychú,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,"Other, please specify",300,88965,2018,,2021-07-16T02:03:37.903
2020,31109,City of Melbourne,City of Melbourne,Australia,Southeast Asia and Oceania,public,Yes,2019-01-01 - 2019-12-31,Independent province: Local government area within a city/metropolitian area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"City of Melbourne's GPC profile includes scope 1, 2 and 3 emissions from stationary energy, transportation, and waste and upstream scope 3 emissions from electricity, natural gas, gas distribution, and transport fuels. Emissions sources are converted to CO2e using the emissions factors listed in the Australian National Greenhouse Accounts. Electricity and gas data was provided by utility operators by postcode and market segment (domestic, commercial, industrial). While best available, variations and discrepancies in the data are common from year to year. Emissions from private vehicle use were estimated using a transport model built by Council using reliable traffic count data from State government agencies, apportioned across vehicle class and fuel type based on survey data collected by the Australian Bureau of Statistics. Emissions from trams and trains estimated based on vehicle kilometers traveled (timetable frequency x track length) and energy and CO2e per km figures provided by transport operators. Emissions from waterbourne transport estimated based on actual shipping movement data, annual tonnages, and time in port. The amount of waste produced within the municipality was estimated from a waste study undertaken in 2017, which includes MSW volume data provided directly by waste contractors.",Yes,"CH4, CO2, N20",,993193.74,,3396147.81,,603188.08,,,,,,Decreased,"Other, please specify: More renewable energy has entered the system",37.7,178955,2019,POINT (144.963 -37.8141),2021-07-16T02:03:37.903
2020,59644,"City of Culver City, CA",Culver City,United States of America,North America,public,In progress,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, HFCs, N20, PFCs",,,,,,,,,,,,,,13.31,39295,2018,POINT (-118.4 34.02),2021-07-16T02:03:37.903
2020,59985,City of Puerto Princesa,Puerto Princesa,Philippines,Southeast Asia and Oceania,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,The National GHG Inventory Manual {“Tracking Greenhouse Gases: An Inventory Manual”) developed by the Philippine Climate Change Commission served as a main reference in developing the city-level GHG inventory. The said manual also made references to international standards and methodologies including the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and the Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC).,,"CH4, CO2, N20",,,,119850.57,,,,,,,,This is our first year of calculation,,2193.39,255116,2015,POINT (118.73 9.74069),2021-07-16T02:03:37.903
2020,31181,City of Philadelphia,Philadelphia,United States of America,North America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Philadelphia uses both BASIC and BASIC+ categories.,Yes,"CH4, CO2, N20, SF6",,9050464.4,,4878979.15,,865121.74,,,,,,Decreased,"Other, please specify",367,1555072,2015,POINT (-75.1638 39.9523),2021-07-16T02:03:37.903
2020,44191,Ansan City,Ansan-si,Republic of Korea,East Asia,public,Yes,2016-01-01 - 2016-12-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,"Other, please specify: Guidelines for calculating greenhouse gas emissions by local governments ver 4.1",Guidelines for calculating greenhouse gas emissions by local governmentsver 4.1 The Korea Environment Corporation calculated the overall inventory emissions based on the Guidelines for Estimating GHG Emissions by Local Governments.,,"CH4, CO2, HFCs, N20, SF6",,4084525,,,,5064239,,,,,,This is our first year of calculation,,155,707385,2019,,2021-07-16T02:03:37.903
2020,60295,Prefeitura de Jaguariúna,,Brazil,Latin America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,,,,,,This is our first year of calculation,Lack of knowledge overcome,141.391,56221,2018,,2021-07-16T02:03:37.903
2020,36036,City of Ibadan,Ibadan,Nigeria,Africa,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,3080,6591589,2020,POINT (3.94704 7.37753),2021-07-16T02:03:37.903
2020,58569,City of Podgorica,Podgorica,Montenegro,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,1492,185937,2011,POINT (19.2594 42.4304),2021-07-16T02:03:37.903
2020,35268,City of Boston,Boston,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"For its inventory, the City of Boston relies on a mix of actual measurements and modeled calculations. Actual measurements are available for electricity, natural gas, and steam (obtained directly from energy utilities), and all sources related to mass transit, the airport, and water and sewer (obtained from the regional authorities). Regional transportation models are used to calculate vehicle-miles-traveled in Boston, which are then split into diesel and gasoline based on the State diesel and gas consumption split. Then each fuel type is divided into the average fleet mix categories (ICLEI 2009) and the EPA emissions factor for each vehicle type are applied to calculate the GHG. Fuel oil consumption is estimated based on sampling, U.S. Census data, and some state consumption figures.",Yes,"CH4, CO2, N20",,4172502,,2193811,,,,,,,,Increased,"Other, please specify",231.14,695926,2018,POINT (-71.0598 42.3584),2021-07-16T02:03:37.903
2020,49339,City and County of Honolulu,Honolulu,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The City worked with ICLEI  to emply the GPC Protocol and utilized ClearPath and other tools to develop its first GHG Inventory for 2005, 2015, 2016. The City has updated the inventory on an annual basis through 2018.  The City's inventory is now being used as the basis of it climate action plan, and has been further validated and vetted by the University of Hawaii's Institute of Sustainability and Resilience. We have made some edits and re-stated some inventory figures based on this feedback.",,"CH4, CO2, N20",,,,,,,,,,,,Increased,Increased energy/electricity consumption,1545,974563,2019,POINT (157.59 21.28),2021-07-16T02:03:37.903
2020,834373,"Town of York, ME",,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Using ICLEI's ClearPath system, converted to CRF",Yes,"CH4, CO2, N20",,186723,,30151,,,,,,,,This is our first year of calculation,,141.5946,13151,2018,,2021-07-16T02:03:37.903
2020,834157,Hang Tuah Jaya Municipal Council,,Malaysia,Southeast Asia and Oceania,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,0,613412.85,0,,0,,,,,,This is our first year of calculation,Lack of resource / funding overcome,144.6,190529,2019,,2021-07-16T02:03:37.903
2020,54305,Rajkot Municipal Corporation,,India,South and West Asia,public,Yes,2016-04-01 - 2017-03-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,1071236,,998936,,,,,,,,Increased,Increased energy/electricity consumption,129.21,1597081,2016,,2021-07-16T02:03:37.903
2020,50357,Ciudad de Mendoza,Mendoza,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentina",Yes,"CH4, CO2, N20",,491377.99,,115066.88,,123154.98,,,,,,Increased,Increased energy/electricity consumption,106.07,115041,2010,POINT (-68.8458 -32.8894),2021-07-16T02:03:37.903
2020,73666,Cuyahoga County,,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,Province / County,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",129198,16809805,,6577625,,769210,,,,,,Increased,"Other, please specify: Increase usage of stationary energy for 2018",3226.06329,1241718,2018,,2021-07-16T02:03:37.903
2020,841491,Muar Municipal Council,,Malaysia,Southeast Asia and Oceania,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,866469,,753875,,,,,,,,This is our first year of calculation,,1376,281500,2018,,2021-07-16T02:03:37.903
2020,50389,Prefeitura de Maceió,Maceió,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,509.552,1021127,2017,POINT (-35.718 -9.67342),2021-07-16T02:03:37.903
2020,73712,Camilo Aldao,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,40446.9,0,2805.77,0,507.69,,,,,,Increased,Improved data accuracy,437,5209,2010,,2021-07-16T02:03:37.903
2020,50545,City of Henderson,Henderson,United States of America,North America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,272,310374,2018,,2021-07-16T02:03:37.903
2020,31169,Government of Hong Kong Special Administrative Region,Hong Kong,"China, Hong Kong Special Administrative Region",East Asia,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,40142819,26250665,,38880267,40142819,Increased,"Other, please specify: Continual increase of amount and non-inert portion of the waste disposed of at landfills.",1107,7507400,2019,POINT (114.14 22.2881),2021-07-16T02:03:37.903
2020,54620,Gobierno Municipal de la Ciudad de Paraná,la Ciudad de Paraná,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",,543166.99,,159553.45,,35545.01,,,,,,Decreased,Change in available data,137,260182,2018,,2021-07-16T02:03:37.903
2020,60906,Municipalidad de Vitacura,,Chile,Latin America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Smaller – covers only part of the city,Regional or country specific methodology,Metodología Huella Chile,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,561.54,,3975,,19941,,,,,,Decreased,Technological change,28.3,85,217,,2021-07-16T02:03:37.903
