Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2021,50375,Ayuntamiento de Chihuahua,Chihuahua,Mexico,Latin America,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Directrices de IPCC de 2006 para los inventarios nacionales de gases de efecto invernadero,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,Improved data accuracy,8384370,946900,2019,POINT (-106.076 28.6368),10/04/2021 09:23:47 AM
2021,845133,Prefeitura de Monteiro Lobato,,Brazil,Latin America,public,Not intending to undertake,,Independent city,,,,,,,,,,,,,,,,,,332.74,4696,2020,,10/04/2021 09:23:47 AM
2021,54253,Wollongong City Council,Wollongong,Australia,Southeast Asia and Oceania,public,Yes,2019-07-01 - 2020-06-30,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,2281607,,,,,,,,,,Decreased,"Other, please specify",684,222601,2021,POINT (150.893 -34.4278),10/04/2021 09:23:47 AM
2021,59958,Tweed Shire Council,,Australia,Southeast Asia and Oceania,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,405000,,716000,,15000,,,,,,Decreased,"Other, please specify: Industrial electricity, on road transport and landfill emissions have all decreased.",1307.4,98302,2020,,10/04/2021 09:23:47 AM
2021,859070,Iwate Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,848476,Municipalidad de Cañas,,Costa Rica,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,"Se aplicó la Metodología del Programa País Carbono Neutralidad 2.0, para la para la medición, reporte y verificación de las emisiones, reducciones, remociones y compensaciones de GEI a nivel cantonal está basada en el Protocolo de Gases de Efecto Invernadero-GHG, del Instituto Mundial de Recursos (WRI), pero considerando las modificaciones y las adaptaciones necesarias de acuerdo a la realidad nacional. Por ejemplo, el GPC indica dos tipos de reporte: uno básico y otro básico +. Para Costa Rica, se establece un tipo de reporte combinado que incluye todos los sectores a reportar, pero que hace la diferenciación sobre cuáles fuentes por sector son obligatorias de reportar y cuáles opcionales, de acuerdo con la relevancia de ciertos sectores en el inventario de gases de efecto invernadero nacional.Se desarrolló una metodología para la recopilación de datos sobre las fuentes de emisión identificadas dentro del límite territorial establecido, el cual incluyó el cantón de Cañas en su totalidad. Se definió el 2018 como año base y de reporte.","CH4, CO2, N20",,122083.72,,3177.77,,8913.75,,,,,,This is our first year of calculation,"Other, please specify",682.2,26201,2011,,10/04/2021 09:23:47 AM
2021,54510,Umeå municipality,Umeå,Sweden,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Regional or country specific methodology,"Emission data are based on Sweden's official emission statistics, which are reported to the Climate Convention and the Air Pollution Convention, among others.Emissions for Sweden have been distributed across the country in a grid where the squares correspond to 1 km2. The distribution takes place with the help of relevant statistics and geographical data, such as road networks, grazing land, felled forest, population data.Source: http://extra.lansstyrelsen.se/rus/Sv/statistik-och-data/nationell-emissionsdatabas/Pages/default.aspx",CO2,80268,256449,,,,,,,,,,Stayed the same,Emissions have not changed,2317,127119,2018,POINT (20.263 63.8258),10/04/2021 09:23:47 AM
2021,35882,"City of Tampa, FL",Tampa,United States of America,North America,public,Yes,2020-01-01 - 2021-01-01,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),GHG Protocol,"CH4, CO2, N20",,5447346,5547884,,,,,,,,,This is our first year of calculation,Lack of knowledge overcome,293.7,400000,2019,,10/04/2021 09:23:47 AM
2021,859161,Akaiwa City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,60638,Walvis Bay Municipality,Walvis Bay,Namibia,Africa,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,1124,100000,2016,POINT (12.5247 -22.9389),10/04/2021 09:23:47 AM
2021,35274,"City of Portland, ME",Portland,United States of America,North America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"One Climate Future sets a goal of reducing Portland and South Portland’s community-wide greenhouse gas (GHG) emissions 80% by 2050, with an interim goal of 35% by 2030. To analyze options to achieve that goal, subconsultants Integral Group and Daybreak Climate Consulting developed an Excel-based GHG emissions model to inform and model policy actions for all quantified sources of GHG emissions in Portland and South Portland.The model is built on, and aligned with, the 2017 GHG inventories conducted by Integral Group and Daybreak Climate Consulting that were completed for the Cities of Portland and South Portland in 2019- 2020. Those inventories follow the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC).1 Wherever possible, modeling of future emissions has been aligned with standards in the GHG inventories to allow the cities to more easily track progress over time. Because the One Climate Future plan is for both cities, the results of the two inventories were combined and input into a single model, and baseline and projected numbers will appear larger than would be expected for either city on its own. The inventories show that both the scale and distribution of emissions between different fuels and sectors are extremely similar in both cities, with a few small exceptions: the industrial sector is larger in South Portland, and Portland has more non-road transportation infrastructure (e.g., Harbor, Jetport). Overall, combining the two inventories into a single baseline and model simplifies planning while still yielding results applicable to each city.","CH4, CO2, N20",560741,279588,,,,92,,,,,,Decreased,"Other, please specify: Overall, the emissions decreased. However, the protocols were slightly different and are noted in the comment box.",55.2,66215,2019,POINT (-70.2553 43.6615),10/04/2021 09:23:47 AM
2021,31055,Glasgow City Council,Glasgow,United Kingdom of Great Britain and Northern Ireland,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,175,633120,2019,POINT (-4.21278 55.8593),10/04/2021 09:23:47 AM
2021,840425,Skövde kommun,Skövde,Sweden,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The information comes from RUS which is a database that uses Sweden's official emissions statistics, which are reported to the Climate Convention and the Air Pollution Convention, among others. In order to be able to present emissions at county and municipal level, a method for geographical distribution of the emissions has been developed. Emissions for Sweden have been distributed across the country in a grid where the squares correspond to 1 km2. The distribution takes place with the help of relevant statistics and geographical data, such as road networks, grazing land, felled forest, population data. This geographical distribution means that the national total emissions are broken down and distributed at regional and local level.","CH4, CO2, HFCs, N20, PFCs, SF6",25746,644275,,95374,,,,,,,,Increased,Change in accounting methodology,685,56791,2020,,10/04/2021 09:23:47 AM
2021,43920,City of Ljubljana,Ljubljana,Slovenia,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,as well as OECD/EUROSTAT.,"CH4, CO2, N20",669821,1219212,,,,,,,,,,Decreased,"Other, please specify: Emissions reduction actions implemented and improved data accuracy",274.99,294464,2021,POINT (14.5058 46.0569),10/04/2021 09:23:47 AM
2021,59588,"Town of Chapel Hill, NC",Chapel Hill,United States of America,North America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),Also used methods from the Local Government Operations Protocol and USDN's Regional Fugitive Methane Accounting,"CH4, CO2, N20",,,,,,,594267,324990,17828,,,Decreased,"Other, please specify: Our consultant believes the primary drivers are a cleaner grid (coal replaced by natural gas and some renewables) and better fuel efficiency for the transportation sector.",21.2,64051,2019,POINT (-79.0558 35.9132),10/04/2021 09:23:47 AM
2021,826237,Alcaldia de Madrid,Madrid (Colombia),Colombia,Latin America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Para el cálculo de emisiones de GEI se emplea la metodología que relaciona datos de la actividad con factores de emisión y Potenciales de calentamiento global: Emisiones CO2 = Carga ambiental X Factor de emisión X Potencial de calentamiento global.,CO2,,,,,,,,,,,,Stayed the same,No new inventory to report,120.5,127138,2020,POINT (-74.2642 4.73245),10/04/2021 09:23:47 AM
2021,50540,"City of Albuquerque, NM",,United States of America,North America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,City specific methodology,"Most emissions are calculated using AP-42 emissions factors from the EPA, IPCC emissions factors, or direct monitoring of stationary sources and then applied to activity data. Other calculation methods will be noted in the spreadsheet of data.","CH4, CO2, N20",,,,,,,3189800,2310992,243627,,,Stayed the same,Emissions have not changed,490.02,560513,2019,,10/04/2021 09:23:47 AM
2021,35907,Bangalore,Bangalore,India,South and West Asia,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,800,13000000,2021,POINT (77.5946 12.9716),10/04/2021 09:23:47 AM
2021,859134,Tobishima Village,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,859069,Kuzumaki Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,414.96,5791,2021,,10/04/2021 09:23:47 AM
2021,59696,"City of Longmont, CO",,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,Decreased,Change in accounting methodology,79.98,99570,2020,,10/04/2021 09:23:47 AM
2021,859183,Kamiamakusa City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,31182,"City of San Francisco, CA",San Francisco,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),San Francisco inventories are completed in accordance with the Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC). San Francisco has been tracking its emissions since 1990 in which the methodology and sectors tracked were third party verified during inventory year 2012. Current GHG inventories are completed according to the guidance of verifiers in 2012 and continues to disclose emissions under the GPC framework for reporting purposes to and compliance with the Global Covenant of Mayors (GCOM).,"CH4, CO2, N20",,3761907,,207388,,328731,,,,,,Decreased,Technological change,121,881549,2019,POINT (-122.419 37.7749),10/04/2021 09:23:47 AM
2021,840918,Prefeitura de Pilões,,Brazil,Latin America,public,Intending to undertake in the next 2 years,,"Other, please specify: Município",,,,,,,,,,,,,,,,,,82.69,3838,2019,,10/04/2021 09:23:47 AM
2021,54408,Aarhus Kommune,Aarhus,Denmark,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, N20",,,,1131000,,,,,,,,Decreased,,46956,352739,2021,POINT (10.1374 56.1684),10/04/2021 09:23:47 AM
2021,841153,Municipalidad de Bellavista,,Peru,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,4.56,74851,2017,,10/04/2021 09:23:47 AM
2021,859139,Minamiise Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,859113,Iiyama City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,60393,Municipalidad de Santiago,Santiago,Chile,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Smaller – covers only part of the city,2006 IPCC Guidelines for National Greenhouse Gas Inventories,La implemetación de la herramienta de cálculo del programa HuellaChile ha sido desarrollada en conformidad con las normas chilenas NCh-ISO 14064:2013 (parte 1) y NCh-ISO 14069:2014,"CH4, CO2, N20",,,,,,,,,,,,Increased,Increased energy/electricity consumption,23.2,404495,2017,POINT (-70.6693 -33.4489),10/04/2021 09:23:47 AM
2021,52897,"City of Aspen, CO",Aspen,United States of America,North America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The inventory is also compliant with the guidelines that are laid out in the U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI).,"CH4, CO2, N20",,186963,,82644,,35479,,,,,,Decreased,"Other, please specify: Electric utility generation mix changes toward renewable energy.",9.5,9003,2021,POINT (-106.837 39.195),10/04/2021 09:23:47 AM
2021,54530,City of Brighton & Hove,Hove,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2018-04-01 - 2019-03-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),SCATTER,"CH4, CO2, N20",131.55,742502.39,0,269211.66,22.89,244294.9,,,,,,Decreased,Technological change,87.54,294842,2021,,10/04/2021 09:23:47 AM
