"Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","Access","City.boundary","Type.of.target","Sector","Identify.and.explain.sources.that.differ.from.the.inventory","Target.boundary.relative.to.city.boundary","Base.year","Year.target.was.set","Base.year.emissions..metric.tonnes.CO2e.","Percentage.reduction.target","Target.year","Target.year.absolute.emissions..metric.tonnes.CO2e.","Projected.population.in.target.year","Intensity.unit..Emissions.per.","Base.year.emissions.per.intensity.unit..metric.tonnes.CO2e.per.denominator.","Estimated.business.as.usual.absolute.emissions.in.target.year..metric.tonnes.CO2e.","Percentage.of.target.achieved.so.far","Select.the.initiatives.that.this.target.contributes.towards","Description.of.the.target.and.the.modelling.methodology.ies..and.parameters.used.to.define.it","Does.this.target.align.with.the.global.1.5...2..C.pathway.set.out.in.the.Paris.Agreement.","Does.this.target.align.to.a.requirement.from.a.higher.level.of.government.","Target.description","Population","Population.Year","City.Location","Last.update","name","entity_type","iso"
2021,840945,"Prefeitura de Santa Bárbara",NA,"Brazil","Latin America","public","City / Municipality","Fixed level target","Waste",NA,"Same (city-wide) – covers entire city and nothing else",NA,2021,NA,NA,2026,NA,NA,NA,NA,NA,NA,"Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program",NA,NA,"Yes",NA,31604,2020,NA,"2021-10-04T09:30:14.243","Santa Bárbara","City","BRA"
2021,50543,"Halifax Regional Municipality, NS","Halifax","Canada","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2016,2020,5462466,75,2030,1365616.5,NA,NA,NA,NA,0,"Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy; Individual City Commitment",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","The Province of Nova Scotia has adopted a target of 53% reduction in emissions by the year 2030, our goal of 75% reductions exceeds the provincial goal.",421939,2017,"POINT (-63.5714 44.6478)","2021-10-04T09:30:14.243","Halifax, NS","City","CAN"
2021,60391,"Municipalidad de San Borja","San Borja","Peru","Latin America","public","City / Municipality","Base year emissions (absolute) target","Other, please specify: Urban Foresty",NA,"Same (city-wide) – covers entire city and nothing else",2012,2012,1137039,15,2021,966483.15,NA,NA,NA,NA,13.5,NA,NA,"No","No",NA,114360,2021,"POINT (-12.1078 -76.9989)","2021-10-04T09:30:14.243","San Borja","City","PER"
2021,74488,"City of Beverly, MA",NA,"United States of America","North America","public","City / Municipality","Fixed level target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",NA,2020,NA,NA,2050,0,46408,NA,NA,NA,NA,"Cities Race to Zero",NA,"Yes - 1.5 °C","Yes",NA,42174,2019,NA,"2021-10-04T09:30:14.243","Beverly, MA","City","USA"
2021,863205,"Gorontalo Regency",NA,"Indonesia","Southeast Asia and Oceania","public","Local government area within a greater city / metropolitan area","Baseline scenario (business as usual) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393107,2020,NA,"2021-10-04T09:30:14.243","Gorontalo Regency","City","IDN"
2021,50579,"City of Winnipeg, MB","Winnipeg","Canada","North America","public","City / Municipality","Base year emissions (absolute) target","Waste","Includes waste, water and wastewater.","Same (city-wide) – covers entire city and nothing else",2011,2018,845460,11,2030,752459.4,NA,NA,NA,NA,NA,"This target does not contribute towards an initiative commitment",NA,"Yes - 2 °C","No","To support an 11% reduction in city emissions relative to a 2011 baseline, it is envisioned that the following waste reduction outcomes are achieved:- 75% residential waste diversion and an 80% diversion rate for commercial/industrial and construction and demolition waste- 70% of all biosolids are diverted for commercial use- The Brady Resource Recovery Centre’s landfill gas collection system will be expanded over time andits methane collection efficiency will improve to 75%",766900,2020,"POINT (-97.1375 49.8997)","2021-10-04T09:30:14.243","Winnipeg, MB","City","CAN"
2021,43975,"Municipalidad de Magdalena del Mar","Magdalena del Mar","Peru","Latin America","public","City / Municipality","Base year emissions (absolute) target","Waste",NA,"Same (city-wide) – covers entire city and nothing else",2019,2030,11272,25,2030,8454,NA,NA,NA,NA,NA,"This target does not contribute towards an initiative commitment",NA,"Yes - 1.5 °C","Do not know",NA,60290,2017,"POINT (-77.067 -12.0917)","2021-10-04T09:30:14.243","Magdalena del Mar","City","PER"
2021,840178,"Michuhol-gu Municipal Government of Incheon",NA,"South Korea","East Asia","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425436,2019,NA,"2021-10-04T09:30:14.243","Michuhol-gu","City","KOR"
2021,54510,"Umeå municipality","Umeå","Sweden","Europe","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory","New  GHG emission reduction target described here.: https://www.umea.se/umeakommun/kommunochpolitik/kommunfakta/kommunensmalochverksamhetsdirektiv/miljomal.4.1821d6e811c67c7e795800018196.html","Larger – covers the whole city and adjoining areas",1990,2020,390887,100,2040,0,NA,NA,NA,NA,0,"Individual City Commitment",NA,"Do not know","Yes, but it exceeds its scale or requirement","Umeå must be climate neutral by 2040, ie having net zero emissions of greenhouse gases.",127119,2018,"POINT (20.263 63.8258)","2021-10-04T09:30:14.243","Umeå","City","SWE"
2021,50579,"City of Winnipeg, MB","Winnipeg","Canada","North America","public","City / Municipality","Base year emissions (absolute) target","Other, please specify: Land Use","The contribution of land use to GHG emission reductions is primarily realized through other sectors (i.e.,transportation and buildings).","Same (city-wide) – covers entire city and nothing else",2011,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This target does not contribute towards an initiative commitment",NA,"Yes - 2 °C","No","The contribution of land use to GHG emission reductions is primarily realized through other sectors (i.e., transportation and buildings). For example, as the City becomes more spread out with growth occurring primarily at the periphery, the number and length of personal vehicle travel increases, and other mobility options become less viable or more costly to implement. The type of residential development influences building emissions – in general single detached houses are more energy intensive than multi-unit residential buildings. Therefore, supporting diverse housing forms, density, complete community and transit-oriented development are land use strategies that support the reduction of GHG emissions from transportation and buildings. Evaluating the success of land use related actions therefore necessitates a consideration of indicators in these other sectors. To work towards the City’s overall emission reduction goals, the City seeks to support residential infill and greater densities in strategic locations that provide convenient access to transit. More specifically, it is envisioned that by 2031:- 50% of all new residential construction takes place in strategic infill locations.",766900,2020,"POINT (-97.1375 49.8997)","2021-10-04T09:30:14.243","Winnipeg, MB","City","CAN"
2021,10894,"City of Los Angeles, CA","Los Angeles","United States of America","North America","public","City / Municipality","Fixed level target","Other, please specify:  Target covers BASIC emissions only, although BASIC+ emissions are reported","Target covers BASIC emissions only, although BASIC+ emissions are reported","Same (city-wide) – covers entire city and nothing else",NA,2019,NA,NA,2050,0,NA,NA,NA,NA,24,"Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; Individual City Commitment",NA,"Yes - 1.5 °C","Do not know","Target is based on scenario modelling that was determined to be consistent with a 1.5C pathway, per C40 climate action planning guidelines for cities. Compliance with C40 guidelines was assessed with an independent review.",4021488,2018,"POINT (-118.244 34.0522)","2021-10-04T09:30:14.243","Los Angeles, CA","City","USA"
2021,35886,"Comune di Torino","Torino","Italy","Europe","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory","-","Same (city-wide) – covers entire city and nothing else",1991,2021,4469786,55,2030,2011403.7,NA,NA,NA,NA,83,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","Yes","The City of Turin has joined to the Covenant of Mayors for Climate and Energy and the target identified reflects the objectives of the EU at 2030 (Grren Deal and Climate Target Plan)",866510,2020,"POINT (7.668 45.1006)","2021-10-04T09:30:14.243","Turin","City","ITA"
2021,60003,"Baguio City",NA,"Philippines","Southeast Asia and Oceania","public","Independent city","Base year emissions (absolute) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345366,2015,NA,"2021-10-04T09:30:14.243","Baguio","City","PHL"
2021,43911,"City of Ottawa, ON","Ottawa","Canada","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2012,2020,6907000,43,2025,3936990,NA,NA,NA,NA,14,"Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C",NA,NA,1006211,2019,"POINT (-75.6972 45.4215)","2021-10-04T09:30:14.243","Ottawa, ON","City","CAN"
2021,50378,"Municipalidad de San José","San José","Costa Rica","Latin America","public","City / Municipality","Base year emissions (absolute) target","Transport",NA,"Same (city-wide) – covers entire city and nothing else",2017,2019,617188,1,2025,611016.12,NA,NA,NA,NA,100,"Global Covenant of Mayors for Climate & Energy; Other, please specify: Plan de Descarbonización de Costa Rica",NA,"Yes - 2 °C","Yes","Año base: 2017.Reordenamiento Vial. Las reducciones podrán ser calculadas con aforos vehiculares en los tramos viales donde se ejecute esta acción. El reordenamiento vial persigue que la circulación vehicular en el cantón sea más fluida. Como resultado de esto, se evita la congestión de las vías, por ende, disminuyendo los tiempos de los viajes y reduciendo emisiones atmosféricas y su concentración en la ciudad. Llevar a cabo esta acción reviste los siguientes componentes: Estudio del diseño de vías actuales y flujos vehiculares. Diseño de planes de ordenamiento vial. Aprobaciones del MOPT para vías nacionales. Señalización de vías. Carriles exclusivos para transporte público, delimitados por barreras físicas, en horarios preestablecidos o permanentes. Incorporación de ciclovías y áreas caminables en la red vial. Análisis de posibles cambios necesarios en ubicación de paradas de transporte público y comunicación a la ciudadanía.Identificación de sinergias con otras acciones de mitigación: Conexiones de vías con alternativas de transporte público (tranvía, tren eléctrico). Red de transporte pública conectada con aceras y áreas caminables y nodos intermodales.Recomendaciones: Alianzas con prestadores del servicio de transporte. Incluir análisis del transporte de carga, para fomentar también su fluidez de tránsito.Ver: https://outline.com/pBJCw5",347398,2020,"POINT (9.9326 -84.0796)","2021-10-04T09:30:14.243","San José","City","CRI"
2021,50792,"Ville de Monaco","Monaco","Monaco","Europe","public","Sovereign city-state","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",1990,2019,102736,30,2020,71915.2,NA,NA,NA,NA,51.3,"Global Covenant of Mayors for Climate & Energy",NA,"No","Yes, but it exceeds its scale or requirement","Cet objectif a été pris dans le cadre de l'Accord de Paris et de la révision de sa contribution en décembre 2020",38100,2019,"POINT (7.42081 43.7374)","2021-10-04T09:30:14.243","Monaco","City","MCO"
2021,60393,"Municipalidad de Santiago","Santiago","Chile","Latin America","public","City / Municipality","Base year intensity target","Energy",NA,"Same (city-wide) – covers entire city and nothing else",2030,2016,NA,NA,2030,NA,NA,"Other, please specify: Reducir un 30% de toda la comuna",NA,NA,NA,"Individual City Commitment",NA,NA,"No","La meta asumida de la comuna de Santiago queda establecida en su Estrategia Energética Local (EEL) adoptada el 2016, en la cual se establecen metas para el año 2030 y planes de acción que permitan el alcance de estas. Estas se encuentran  enfocadas en la reducción de los GEI de la comuna en un 30%,  promover la eficiencia energética y las energías renovables no convencionales en los siguientes sectores de la comuna: comercio y servicios 30%, municipal 30% y residencial 30%, de manera adicional es clave involucrar actores clave en la toma de decisiones relacionadas al tema energético. También se busca impulsar nuevas formas de energía ya que la principal emisión de CO2 es a partir del consumo eléctrico, en esto influye el alto nivel de comercio y servicios que ofrece nuestra comuna.Ya que la meta es a futuro no contamos con estimaciones para ver el porcentaje de alcance de nuestra meta aún.",404495,2017,"POINT (-70.6693 -33.4489)","2021-10-04T09:30:14.243","Santiago","City","CHL"
2021,50365,"Municipalidad  de Valparaíso",NA,"Chile","Latin America","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296655,2017,NA,"2021-10-04T09:30:14.243","Valparaíso","City","CHL"
2021,54268,"Dunedin City Council",NA,"New Zealand","Southeast Asia and Oceania","public","City / Municipality","Fixed level target","All emissions sources included in city inventory","Dunedin city's 'Zero Carbon 2030' target is in two-parts, as follows:•net zero emissions of all greenhouse gases other than biogenic methane by 2030, and•24 to 47 per cent reduction below 2017 biogenic methane emissions by 2050, including 10 per cent reduction below 2017 biogenic methane emissions by 2030.","Same (city-wide) – covers entire city and nothing else",NA,2019,NA,NA,2030,560474.1,135300,NA,NA,NA,0,"Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy; Individual City Commitment",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","Dunedin city's 'Zero Carbon 2030' target is in two-parts, as follows:•net zero emissions of all greenhouse gases other than biogenic methane by 2030, and•24 to 47 per cent reduction below 2017 biogenic methane emissions by 2050, including 10 per cent reduction below 2017 biogenic methane emissions by 2030.",131100,2019,NA,"2021-10-04T09:30:14.243","Dunedin","City","NZL"
