Account number,Organization,City,Country,Region,C40,Access,Reporting year,Accounting year,Boundary,Protocol,Protocol column,Gases included,Total emissions (metric tonnes CO2e),Scopes Included ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Comment,Increase/Decrease from last year,Reason for increase/decrease in emissions,Population,Population year,GDP,GDP Currency,GDP Year,GDP Source,Average annual temperature (in Celsius)​,​Average altitude (m),​Land area (in square km),City Location,Country Location
42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,C40,Public,2017,2015-01-01 - 2015-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,5759189,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",5036124,1022269,,Increased,"The GHGs emissions in 2015, have increased  10% in comparison to the 2011 GHGs emissions inventory. Nonetheless the increase is less to what it was projected.",2239191,2010,22997319000,USD     US Dollar,2014,Ecuador Central Bank,22,2815,4232,"(-0.2333, -78.5167)","(-1.831239, -78.183406)"
53921,"City of Tempe, AZ","Tempe, AZ",USA,North America,,Public,2017,2015-01-01 - 2016-01-01,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,3187650.72,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",1285662.84,1144463.69,,This is our first year of calculation,,175826,2015,198000000000,USD     US Dollar,2014,* For Metro Phoenix. US Bureau of Economic Analysis,21.8,335,39.5,"(33.42551, -111.940005)","(37.09024, -95.712891)"
36263,Comune di Ravenna,Ravenna,Italy,Europe,,Public,2017,2016-01-01 - 2016-09-30,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The Emission Inventory (MEI)  is updated within the Sustainable Energy Action Plan. It is based on the methodology and toolkit developed by ARPA ER (Environmental Protection Agency of Emilia-Romagna Region) within the instrument IPSI (Inventory of greenhouse gas emissions for the Covenant of Mayors - Italian version). The methodology was improved and adapted by a specific working group “Climate Plan”  at regional level including the main cities and Provinces. The background knowledge is based on the Regional Greenhouse Gas Emissions Inventory realized by the Region with the support of ARPA ER, following standard estimation methodologies, internationally recognized (IPCC, CORINAIR). The MEI includes: direct emissions of the Municipality considered as an organization with its own consumptions; indirect emissions, generated by activities within the Municipal area estimated by ARPA ER as a breakdown of the regional inventory. According to the European and Regional methodology, activities within ETS (Emissions Trade System) are not taken into account.",CO2,9326,Total Scope 1 and Scope 2,9242,84,,Decreased,According to the Convenant of Mayors a series of actions have been implemented and are still on going in order to reach the goal of a reduction of CO2 emissions by at least 20% by 2020.,391414,2016,,,,,14.1,4,683,"(41.913028, 12.518037)","(41.87194, 12.56738)"
59545,"City of Charlottesville, VA","Charlottesville, VA",USA,North America,,Public,2017,2011-01-01 - 2011-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),2012 Charlottesville Emissions Report Update (An update of the 2000 Baseline Report with energy and GHG emissions data and analysis for the years 2009 and 2011),CO2; CH4; N2O,720870,Total Scope 1 and Scope 2,720870,,Electricity and Natural Gas consumption are measured values however transportation figures are based on Virginia DOT's Vehicle Miles Traveled studies and estimates which may not be entirely accurate.,Increased,"There has been a 7% increase in community-wide emissions between 2000 (baseline) and 2011 (latest inventory year).  The largest increase was in the commercial/institutional sector (a reflection of significant expansion by the University of Virginia during that period), followed by the residential section (a reflection of population growth).",48210,2010,,USD     US Dollar,,"This data is not available for the City alone.  the 2014 GDP for the Charlottesville MSA is 11,734,000,000 (U.S. Bureau of Economic Analysis)",13.9,181,26.9,"(38.0293, -78.4767)","(37.09024, -95.712891)"
1093,City of Atlanta,Atlanta,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","The Atlanta Mayor’s Office of Sustainability uses the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC) as the framework for its annual citywide greenhouse gas (GHG) reports, which is consistent with international standards. The GPC level selected for the 2013 reports was BASIC. This level will serve as a baseline for more comprehensive reports in the future. This report included emissions from electricity and natural gas consumption, vehicles, city-owned landfills, municipal solid waste (MSW) generated inside the city but sent to landfills outside city limits, and emissions from wastewater treatment plants (WWTP), the Metropolitan Atlanta Rapid Transit Authority (MARTA), and the Hartsfield-Jackson Atlanta International Airport (excluding aviation fuel emissions). All these emitting sources are in compliance with the GPC protocol.",,9139286,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",4033867,4855798,,Increased,"Factors for the increase in emissions are: a growth in the construction market, the construction of a new international terminal at the airport, and cheap prices of oil",443775,2013,260000000000,USD     US Dollar,2013,http://www.atlantaga.gov/modules/showdocument.aspx?documentid=12107,16.9,272,343,"(33.7489954, -84.3879824)","(37.09024, -95.712891)"
31170,Metropolitan Municipality of Lima,Lima,Peru,Latin America,C40,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Nos adecuamos a los requerimientos del Protocolo.,,15789438,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",12688756,3919620,,Increased,Han aumentado puesto que no se ha trabajado en proyectos o programas que tengan gran potencial de reducción en gases con efecto invernadero.,8755262,2014,,PEN     Nuevo Sol,2016,INEI,18,154,2672,"(-12.046374, -77.042793)","(-9.189967, -75.015152)"
3422,Greater London Authority,London ,United Kingdom,Europe,C40,Public,2017,2014-01-01 - 2014-12-31,Other: Admistrative boundary of the Greater London Authority,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","London's inventory is in line with the GPC. The values in table C1.9a below are predominantly for data from 2014. 2015 GHG data is still being finalised, for publication later in 2017.Stationary - Published central government datasets used for energy consumption and CO2 emissions from homes (residential buildings) and workplaces (commercial, industrial and government buildings and facilities).Mobile - The London Atmospheric Emissions Inventory (in-house model) is used to calculate distances travelled from transport of people and goods by  road, railways, water-borne navigation, aviation, and off-road surface transport. National emissions factors are applied.",,40096000,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",19430000,18400000,,Decreased,"London's CO2 emissions decreased between 2013 and 2014. As of 2014 they are 16% lower than 1990 levels and expected to reach a 20% reduction in the 2015 GHG assessment (currently being finalised for publication later in 2017). This decline is due to decarbonisation of the national electricity grid, with a reduction in coal use and an increase in renewables share of the national energy mix. Gas usage has also decreased, due to energy efficiency improvements in homes and workplaces (including the roll-out of more efficient gas fired boilers) and a reduction in industrial activity within London. London's population continues to increase year on year and as of 2014 London's per capita emissions remain the UK's lowest at 4.4 tonnes.",8600000,2015,491550000000,GBP     Pound Sterling,2014,"London measures GVA rather than GDP.•In 2015, London’s total nominal GVA was over £378 billion, up 3.2 per cent on 2014.  An indicative value for London's GDP has been estimated from 2014 per capita data ($57,157) published by Brookings (http://www.brookings.edu/research/reports2/2015/01/22-global-metro-monitor)",11,35,1572,"(51.504858, -0.078689)","(55.378051, -3.435973)"
60419,Municipalidad de Rio Grande,Rio Grande,Argentina,Latin America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,810086,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",981954,,,This is our first year of calculation,El año 2015 es nuestro primer año reporte de inventario de gases de efecto invernadero.,79765,2015,35124,ARS     Argentine Peso,2015,"Dato estimado a partir de datos del: INDEC, Serie histórica, Oferta y Demanda Globales, años 2004-2016 Ministerio de Economía y Finanzas Públicas, Subsecretaría de Planificación Económica, Fichas provinciales, Provincia de Tierra del Fuego AeIAS, octubre 2015  y aclará que es un dato provisorio, porque el Indec todavía no publicó los datos definitivos para el 2015/ Observatorio Estadistico Municipio de Río Grande",6,18,938,"(-53.786, -67.7002)","(-38.416097, -63.616672)"
35877,City of Pittsburgh,Pittsburgh,USA,North America,,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,4851452,Total Scope 1 and Scope 2,,2729490,,Decreased,"There has been significant variation in the way that data was collected an reported, and Pittsburgh had about 30,000 fewer residents in 2013 compared to 2003. Recalculating 2003 and 2008 inventories to compare to the 2013 inventory shows that emissions have decreased by about 4% since the 2008 inventory, but have still increased by 10% since 2003. Several exogenous factors reduced emissions - such as lower electricity emission factors due to a cleaner electric grid, and better fuel efficiency and lower tailpipe emission factors for cleaner vehicles. However, Pittsburgh did see reductions in the tonnage of solid waste sent to landfill and a reduction in vehicle miles traveled. The industrial sector used less electricity in 2013 than in 2003, and less natural gas in 2013 than in 2008. The commercial sector used less electricity in 2013 than in 2008, but used significantly more natural gas. The residential sector increased electricity use and substantially increased natural gas use. The increase in natural gas is likely due to improved data quality, but seems to also correlate to the rise of hydraulic fracturing in the region. Natural gas emissions increased almost three-fold since 2003.",305704,2016,135662,USD     US Dollar,2014,http://www.pittsburghtoday.org/view_GDP2.html,11.1,293,151,"(40.4406248, -79.9958864)","(37.09024, -95.712891)"
31117,City of Toronto,Toronto,Canada,North America,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Currently, Toronto’s emissions calculations are sector based and focus on our major emissions sources – energy (heating and cooling), transportation (mobile sources), and waste.a. Energy Heating and Cooling:The City of Toronto’s emissions factors for electricity and natural gas are updated annually and based on the National Inventory Reports (Environment Canada); however, the City of Toronto adds a 10% transmission loss to the NIR figure and a attributes a fugitive emission factor to natural gas from losses in the distribution system. Additionally, data is acquired from Toronto Hydro and Enbridge Gas on the electricity and natural gas consumption of the entire city, including residential, industrial, commercial, institutional etc.b. Transportation: Data are collected and standardized only for car and truck traffic through the City using four main sources: - truck traffic counts of over 2,000 intersections throughout the city from the City of Toronto’s Transportation Services Division- accumulated traffic count data from years 1987 to 2009 from the City of Toronto’s Transportation Services Division- a Canadian standard developed by a Canadian consultantThe above traffic data is then used to calculate “vehicle kilometers traveled” (VKT) and emissions factors for vehicle types are applied to calculate total emissions from mobile sources.c. Waste: Tonnages of waste and approximate waste compositions are used in mass balance equations in the calculation of emissions from landfills.  Additionally, wastewater solids treatment is accounted for using ICLEI equations.",,20043240,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",8804364,1293287,,Other:,Changed to the GPC Reporting Tool Method,2753100,2011,157300000000000,CAD     Canadian Dollar,2013,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=41e067b42d853410VgnVCM10000071d60f89RCRD&vgnextchannel=57a12cc817453410VgnVCM10000071d60f89RCRD,8,77,634,"(43.653226, -79.3831843)","(56.130366, -106.346771)"
