Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2018,31185,City of Warsaw,Warsaw,Poland,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,Other,Covenant of Mayors,,CO2,,,,,,,3006333,8428128,,Not Applicable,Not Applicable,Decreased,Behavioural change,,1758143,2017,POINT (21.0122 52.2297),2020-05-01T03:57:54.890
2018,54623,Prefeitura de Betim,Betim,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,1763018,1763018,This is our first year of calculation,,,378089,2010,POINT (-44.2012 -19.9673),2020-05-01T03:57:54.890
2018,73293,"City of LaGrange, MO",LaGrange,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,931,2010,POINT (-91.4976 40.0428),2020-05-01T03:57:54.890
2018,59669,City of North Vancouver,North Vancouver,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,205886,4159,1929,211975,,Stayed the same,Emissions have not changed,,52898,2016,POINT (-123.072 49.32),2020-05-01T03:57:54.890
2018,50357,Ciudad de Mendoza,Mendoza,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,39246500,14777757,15965039,61862524,69989296,Increased,Emissions reduction actions not implemented,,115041,2010,POINT (-68.8458 -32.8894),2020-05-01T03:57:54.890
2018,59151,City of Akureyri,Akureyri,Iceland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,18788,2017,POINT (-18.1262 65.6885),2020-05-01T03:57:54.890
2018,43917,Sofia Municipality,Sofia,Bulgaria,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2785108,3602304,,5124843,,Decreased,Technological change,,1325429,2017,POINT (23.3219 42.6977),2020-05-01T03:57:54.890
2018,50549,City of Fort Worth,Fort Worth,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,833000,2015,POINT (-97.3308 32.7555),2020-05-01T03:57:54.890
2018,74401,"City of Encinitas, CA",Encinitas,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-30,Administrative boundary of a local government,Regional or country specific methodology,The California Adaptation Planning Guide (APG),,"CH4, CO2, HFCs, N20, PFCs",,,,,,,,,,Not Applicable,Not Applicable,Do not know,Change in accounting methodology,,63131,2016,POINT (-117.293 33.0454),2020-05-01T03:57:54.890
2018,36274,Comune di Bologna,Bologna,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,Other: SEAP guideline,,,CO2,,,,,,,1214637.21,786495.1,,Not Applicable,Not Applicable,Decreased,Technological change,,389.261,2017,POINT (11.3387 44.4938),2020-05-01T03:57:54.890
2018,50665,Município de Ovar,Ovar,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,,,,,,,,,,,,,,,,,,,,,55398,2017,POINT (-8.59723 40.8901),2020-05-01T03:57:54.890
2018,60599,"Town of Bridgewater, NS",Bridgewater,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,8532,2016,POINT (-64.5188 44.3786),2020-05-01T03:57:54.890
2018,60268,Prefeitura de Brumadinho,Brumadinho,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,33973,2008,POINT (-44.1982 -20.1427),2020-05-01T03:57:54.890
2018,35858,City of Cape Town,Cape Town,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,9701575,12368661,1178075,21509138,22687212,Increased,Increased energy/electricity consumption,,4174510,2017,POINT (18.4239 -33.9253),2020-05-01T03:57:54.890
2018,16581,City of Seattle,Seattle,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,3318000,64000,88000,3470000,,Decreased,Policy change,,725000,2017,POINT (-122.332 47.6062),2020-05-01T03:57:54.890
2018,74508,"City of Winona, MN",Winona,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Other: Xcel Energy's Winona service territory,,,,,,,,,,,,,,,,,,,26928,2017,POINT (-91.6663 44.0554),2020-05-01T03:57:54.890
2018,60254,Prefeitura de Bonito,Bonito,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,21487,2010,POINT (-56.4894 -21.1254),2020-05-01T03:57:54.890
2018,54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,,0,POINT (18.627 -32.0951),2020-05-01T03:57:54.890
2018,19233,Município de Torres Vedras,Torres Vedras,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),ICLEI - CCP Protocol (Cities for Climate Protection).,,CO2,,,,,,,,,,Not Applicable,Not Applicable,,,,79465,2011,POINT (-9.30148 38.7637),2020-05-01T03:57:54.890
2018,31157,City of Delhi,Delhi,India,South and West Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,15000000,2011,POINT (77.1025 28.704),2020-05-01T03:57:54.890
2018,35893,City of Dar es Salaam,Dar es Salaam,United Republic of Tanzania,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,6041000,2017,POINT (39.2083 -6.79235),2020-05-01T03:57:54.890
2018,49333,"City of Louisville, KY",Louisville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,20804701,9883480,1715766,16000537,21554911,Decreased,Technological change,,771158,2017,POINT (-85.6784 38.196),2020-05-01T03:57:54.890
2018,60218,Municipality of Karlskrona,Karlskrona,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,0,POINT (15.5866 56.1616),2020-05-01T03:57:54.890
2018,31177,Salt Lake City,Salt Lake City,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",,,,,,,,,,Not Applicable,Not Applicable,Stayed the same,Emissions have not changed,,193744,2016,POINT (-111.891 40.7608),2020-05-01T03:57:54.890
2018,68371,Municipio Distrital del Rimac,Rimac,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,167286,2014,POINT (-77.0362 -12.0271),2020-05-01T03:57:54.890
2018,69850,Municipalidad de Comas,Comas,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,541000,2017,POINT (-77.0667 -11.95),2020-05-01T03:57:54.890
2018,50220,Métropole Nice Côte d'Azur,Nice,France,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1871017,268674,0,2139692,2139692,,,,560000,2016,POINT (7.26195 43.7102),2020-05-01T03:57:54.890
2018,69973,Alcaldia de Barrancabermeja,Barrancabermeja,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,191.704,2016,POINT (-73.8724 7.06066),2020-05-01T03:57:54.890
2018,60407,Municipalidad de Colina,Colina,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,0,POINT (-70.684 -33.2043),2020-05-01T03:57:54.890
2018,36522,Comune di Verbania,Verbania,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,-,Administrative boundary of a local government,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,30900,2017,POINT (8.55537 45.9283),2020-05-01T03:57:54.890
2018,60320,Prefeitura de Presidente Prudente,Presidente Prudente,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,225.271,2017,POINT (-51.3856 -22.1276),2020-05-01T03:57:54.890
2018,60271,Prefeitura de Bertioga,Bertioga,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,59.297,2017,POINT (-46.0599 -23.8081),2020-05-01T03:57:54.890
2018,31110,Roma Capitale,Roma,Italy,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,8407712,8223615,105196,16736522,16736522,Do not know,Other,,2876.614,2017,POINT (12.2858 41.53),2020-05-01T03:57:54.890
2018,54253,Wollongong City Council,Wollongong,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,211201,2017,POINT (150.893 -34.4278),2020-05-01T03:57:54.890
2018,3417,New York City,New York City,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,35850141,14262756,1622506,51735403,,Decreased,Behavioural change,,8537673,2016,POINT (-74.0059 40.7128),2020-05-01T03:57:54.890
2018,73302,"City of Port Allen, LA",Port Allen,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,0,POINT (-91.2073 30.4475),2020-05-01T03:57:54.890
2018,31182,City of San Francisco,San Francisco,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2017-01-01,Other: Geopolitical Boundary,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,4013141,803994,290930,5108064,5201049,Decreased,Policy change,,870887,2016,POINT (-122.419 37.7749),2020-05-01T03:57:54.890
2018,60371,Alcaldía de Leticia,Leticia,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,42280,2017,POINT (-69.9406 -4.21528),2020-05-01T03:57:54.890
2018,54688,Prefeitura Municipal de São Vicente,São Vicente,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,333,2017,POINT (-46.3919 -23.963),2020-05-01T03:57:54.890
2018,826210,Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR),JICOSUR,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,147918,2010,POINT (-104.38 19.34),2020-05-01T03:57:54.890
2018,60126,Tartu City Council,Tartu,Estonia,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,0,POINT (26.7219 58.38),2020-05-01T03:57:54.890
2018,831618,Yaoundé 4,Yaoundé 4,Cameroon,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,,,,792546,2017,POINT (11.5167 3.8667),2020-05-01T03:57:54.890
2018,54082,"City of Hollywood, FL",Hollywood,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,143000,2016,POINT (-80.1495 26.0112),2020-05-01T03:57:54.890
2018,50568,City of Saskatoon,Saskatoon,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,265300,2016,POINT (-106.67 52.1332),2020-05-01T03:57:54.890
2018,50388,Prefeitura de Natal,Natal,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,869954,2015,POINT (-35.2009 -5.77925),2020-05-01T03:57:54.890
2018,69995,Kemi,Kemi,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,0,POINT (24.5637 65.7364),2020-05-01T03:57:54.890
2018,60267,Prefeitura de Guarujá,Guarujá,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,290752,2010,POINT (-46.2569 -23.9946),2020-05-01T03:57:54.890
2018,74531,Santa Fe County,Santa Fe County,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1307967,503122,33245,1789058,,This is our first year of calculation,,,149790,2017,POINT (-106 35.5),2020-05-01T03:57:54.890
2018,35863,eThekwini Municipality,Durban,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,12088612,8975888,193391,22154154,50145983,Increased,Improved data accuracy,,38201740,2016,POINT (31.0218 -29.8587),2020-05-01T03:57:54.890
2018,60290,Prefeitura de Brotas,Brotas,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,23858,2017,POINT (-48 -22),2020-05-01T03:57:54.890
2018,35877,City of Pittsburgh,Pittsburgh,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,305704,2016,POINT (-79.9959 40.4406),2020-05-01T03:57:54.890
2018,50553,City of Fresno,Fresno,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2010-01-01 - 2010-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,Do not know,Change in staff,,527438,2017,POINT (-119.773 36.7468),2020-05-01T03:57:54.890
2018,60679,"Town of Surfside, FL",Surfside,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,5811,2016,POINT (-80.1233 25.8789),2020-05-01T03:57:54.890
